first_name,fname,FName,given_name,frst_name,name_first,FirstName,First_Nm,given_nm,fn,last_name,lname,LastName,surname,family_name,lastnme,lst_name,sn,family_nm,customer_id,cust_id,client_id,user_id,account_id,id_customer,custid,ClientID,usr_id,acnt_id,customer_no,cust_no,email,email_address,e_mail,mail_addr,emial,contact_email,email_id,mail,primary_email,phone_number,mobile,tel,phone_no,contact_phone,phn,mobile_number,cell,telephone,created_date,registration_date,signup_date,create_dt,reg_date,date_created,created_on,join_date,address,street_address,addr,location,home_address,street_addr,addrs,status,account_status,user_status,stat,acc_status,amount,total_amount,amt,payment_amount,bill_amt,value,price,notes,description,comment,temp_col,extra_field
Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,60612,60612,60612,60612,60612,60612,60612,60612,60612,60612,60612,60612,frank.davis@example.com,frank.davis@example.com,frank.davis@example.com,frank.davis@example.com,frank.davis@example.com,frank.davis@example.com,frank.davis@example.com,frank.davis@example.com,frank.davis@example.com,555-1814,555-1814,555-1814,555-1814,555-1814,555-1814,555-1814,555-1814,555-1814,2023-08-21,2023-08-21,2023-08-21,2023-08-21,2023-08-21,2023-08-21,2023-08-21,2023-08-21,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,pending,pending,pending,pending,pending,2968.6628151605914,2968.6628151605914,2968.6628151605914,2968.6628151605914,2968.6628151605914,2968.6628151605914,2968.6628151605914,Note A,Desc 1,Comment X,17,X
Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,33574,33574,33574,33574,33574,33574,33574,33574,33574,33574,33574,33574,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,eva.wilson@example.com,555-1345,555-1345,555-1345,555-1345,555-1345,555-1345,555-1345,555-1345,555-1345,2023-08-22,2023-08-22,2023-08-22,2023-08-22,2023-08-22,2023-08-22,2023-08-22,2023-08-22,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,inactive,inactive,inactive,inactive,inactive,2901.2803477240686,2901.2803477240686,2901.2803477240686,2901.2803477240686,2901.2803477240686,2901.2803477240686,2901.2803477240686,Note B,Desc 1,Comment Y,98,X
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,33524,33524,33524,33524,33524,33524,33524,33524,33524,33524,33524,33524,alice.brown@example.com,alice.brown@example.com,alice.brown@example.com,alice.brown@example.com,alice.brown@example.com,alice.brown@example.com,alice.brown@example.com,alice.brown@example.com,alice.brown@example.com,555-9554,555-9554,555-9554,555-9554,555-9554,555-9554,555-9554,555-9554,555-9554,2023-08-23,2023-08-23,2023-08-23,2023-08-23,2023-08-23,2023-08-23,2023-08-23,2023-08-23,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,active,active,active,active,active,3316.4801822515187,3316.4801822515187,3316.4801822515187,3316.4801822515187,3316.4801822515187,3316.4801822515187,3316.4801822515187,Note A,Desc 1,Comment Y,70,Y
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,79172,79172,79172,79172,79172,79172,79172,79172,79172,79172,79172,79172,charlie.davis@example.com,charlie.davis@example.com,charlie.davis@example.com,charlie.davis@example.com,charlie.davis@example.com,charlie.davis@example.com,charlie.davis@example.com,charlie.davis@example.com,charlie.davis@example.com,555-3443,555-3443,555-3443,555-3443,555-3443,555-3443,555-3443,555-3443,555-3443,2023-08-24,2023-08-24,2023-08-24,2023-08-24,2023-08-24,2023-08-24,2023-08-24,2023-08-24,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,suspended,suspended,suspended,suspended,suspended,485.3549246935852,485.3549246935852,485.3549246935852,485.3549246935852,485.3549246935852,485.3549246935852,485.3549246935852,Note A,Desc 1,Comment X,70,X
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Smith,Smith,Smith,Smith,Smith,Smith,Smith,Smith,Smith,20916,20916,20916,20916,20916,20916,20916,20916,20916,20916,20916,20916,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,bob.smith@example.com,555-8783,555-8783,555-8783,555-8783,555-8783,555-8783,555-8783,555-8783,555-8783,2023-08-25,2023-08-25,2023-08-25,2023-08-25,2023-08-25,2023-08-25,2023-08-25,2023-08-25,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,active,active,active,active,active,3264.094995196885,3264.094995196885,3264.094995196885,3264.094995196885,3264.094995196885,3264.094995196885,3264.094995196885,Note B,Desc 2,Comment Y,98,X
David,David,David,David,David,David,David,David,David,David,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,14809,14809,14809,14809,14809,14809,14809,14809,14809,14809,14809,14809,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,555-1984,555-1984,555-1984,555-1984,555-1984,555-1984,555-1984,555-1984,555-1984,2023-08-26,2023-08-26,2023-08-26,2023-08-26,2023-08-26,2023-08-26,2023-08-26,2023-08-26,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,pending,pending,pending,pending,pending,1567.6188029152709,1567.6188029152709,1567.6188029152709,1567.6188029152709,1567.6188029152709,1567.6188029152709,1567.6188029152709,Note B,Desc 2,Comment Y,65,Y
Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,42201,42201,42201,42201,42201,42201,42201,42201,42201,42201,42201,42201,grace.wilson@example.com,grace.wilson@example.com,grace.wilson@example.com,grace.wilson@example.com,grace.wilson@example.com,grace.wilson@example.com,grace.wilson@example.com,grace.wilson@example.com,grace.wilson@example.com,555-8790,555-8790,555-8790,555-8790,555-8790,555-8790,555-8790,555-8790,555-8790,2023-08-27,2023-08-27,2023-08-27,2023-08-27,2023-08-27,2023-08-27,2023-08-27,2023-08-27,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,active,active,active,active,active,2001.2392712241842,2001.2392712241842,2001.2392712241842,2001.2392712241842,2001.2392712241842,2001.2392712241842,2001.2392712241842,Note B,Desc 1,Comment Y,74,X
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,63330,63330,63330,63330,63330,63330,63330,63330,63330,63330,63330,63330,charlie.wilson@example.com,charlie.wilson@example.com,charlie.wilson@example.com,charlie.wilson@example.com,charlie.wilson@example.com,charlie.wilson@example.com,charlie.wilson@example.com,charlie.wilson@example.com,charlie.wilson@example.com,555-1827,555-1827,555-1827,555-1827,555-1827,555-1827,555-1827,555-1827,555-1827,2023-08-28,2023-08-28,2023-08-28,2023-08-28,2023-08-28,2023-08-28,2023-08-28,2023-08-28,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,active,active,active,active,active,4291.351407074302,4291.351407074302,4291.351407074302,4291.351407074302,4291.351407074302,4291.351407074302,4291.351407074302,Note A,Desc 2,Comment X,85,X
Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,23456,23456,23456,23456,23456,23456,23456,23456,23456,23456,23456,23456,frank.brown@example.com,frank.brown@example.com,frank.brown@example.com,frank.brown@example.com,frank.brown@example.com,frank.brown@example.com,frank.brown@example.com,frank.brown@example.com,frank.brown@example.com,555-4531,555-4531,555-4531,555-4531,555-4531,555-4531,555-4531,555-4531,555-4531,2023-08-29,2023-08-29,2023-08-29,2023-08-29,2023-08-29,2023-08-29,2023-08-29,2023-08-29,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,suspended,suspended,suspended,suspended,suspended,55.061716606455754,55.061716606455754,55.061716606455754,55.061716606455754,55.061716606455754,55.061716606455754,55.061716606455754,Note B,Desc 2,Comment X,5,Y
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,66397,66397,66397,66397,66397,66397,66397,66397,66397,66397,66397,66397,alice.davis@example.com,alice.davis@example.com,alice.davis@example.com,alice.davis@example.com,alice.davis@example.com,alice.davis@example.com,alice.davis@example.com,alice.davis@example.com,alice.davis@example.com,555-8147,555-8147,555-8147,555-8147,555-8147,555-8147,555-8147,555-8147,555-8147,2023-08-30,2023-08-30,2023-08-30,2023-08-30,2023-08-30,2023-08-30,2023-08-30,2023-08-30,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,inactive,inactive,inactive,inactive,inactive,2946.1790403696214,2946.1790403696214,2946.1790403696214,2946.1790403696214,2946.1790403696214,2946.1790403696214,2946.1790403696214,Note B,Desc 1,Comment Y,2,Y
David,David,David,David,David,David,David,David,David,David,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,48765,48765,48765,48765,48765,48765,48765,48765,48765,48765,48765,48765,david.brown@example.com,david.brown@example.com,david.brown@example.com,david.brown@example.com,david.brown@example.com,david.brown@example.com,david.brown@example.com,david.brown@example.com,david.brown@example.com,555-5451,555-5451,555-5451,555-5451,555-5451,555-5451,555-5451,555-5451,555-5451,2023-08-31,2023-08-31,2023-08-31,2023-08-31,2023-08-31,2023-08-31,2023-08-31,2023-08-31,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,active,active,active,active,active,2997.5827606995367,2997.5827606995367,2997.5827606995367,2997.5827606995367,2997.5827606995367,2997.5827606995367,2997.5827606995367,Note A,Desc 2,Comment Y,22,X
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,44816,44816,44816,44816,44816,44816,44816,44816,44816,44816,44816,44816,alice.johnson@example.com,alice.johnson@example.com,alice.johnson@example.com,alice.johnson@example.com,alice.johnson@example.com,alice.johnson@example.com,alice.johnson@example.com,alice.johnson@example.com,alice.johnson@example.com,555-4876,555-4876,555-4876,555-4876,555-4876,555-4876,555-4876,555-4876,555-4876,2023-09-01,2023-09-01,2023-09-01,2023-09-01,2023-09-01,2023-09-01,2023-09-01,2023-09-01,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,inactive,inactive,inactive,inactive,inactive,1989.3322839543744,1989.3322839543744,1989.3322839543744,1989.3322839543744,1989.3322839543744,1989.3322839543744,1989.3322839543744,Note B,Desc 1,Comment X,57,X
Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,55106,55106,55106,55106,55106,55106,55106,55106,55106,55106,55106,55106,frank.johnson@example.com,frank.johnson@example.com,frank.johnson@example.com,frank.johnson@example.com,frank.johnson@example.com,frank.johnson@example.com,frank.johnson@example.com,frank.johnson@example.com,frank.johnson@example.com,555-6959,555-6959,555-6959,555-6959,555-6959,555-6959,555-6959,555-6959,555-6959,2023-09-02,2023-09-02,2023-09-02,2023-09-02,2023-09-02,2023-09-02,2023-09-02,2023-09-02,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,pending,pending,pending,pending,pending,1192.7690069705975,1192.7690069705975,1192.7690069705975,1192.7690069705975,1192.7690069705975,1192.7690069705975,1192.7690069705975,Note A,Desc 1,Comment X,66,Y
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,63932,63932,63932,63932,63932,63932,63932,63932,63932,63932,63932,63932,alice.davis@example.com,alice.davis@example.com,alice.davis@example.com,alice.davis@example.com,alice.davis@example.com,alice.davis@example.com,alice.davis@example.com,alice.davis@example.com,alice.davis@example.com,555-1126,555-1126,555-1126,555-1126,555-1126,555-1126,555-1126,555-1126,555-1126,2023-09-03,2023-09-03,2023-09-03,2023-09-03,2023-09-03,2023-09-03,2023-09-03,2023-09-03,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,active,active,active,active,active,1181.02345092514,1181.02345092514,1181.02345092514,1181.02345092514,1181.02345092514,1181.02345092514,1181.02345092514,Note B,Desc 2,Comment Y,74,X
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,bob.brown@example.com,555-4177,555-4177,555-4177,555-4177,555-4177,555-4177,555-4177,555-4177,555-4177,2023-09-04,2023-09-04,2023-09-04,2023-09-04,2023-09-04,2023-09-04,2023-09-04,2023-09-04,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,suspended,suspended,suspended,suspended,suspended,4419.711251607156,4419.711251607156,4419.711251607156,4419.711251607156,4419.711251607156,4419.711251607156,4419.711251607156,Note A,Desc 1,Comment Y,98,X
David,David,David,David,David,David,David,David,David,David,Smith,Smith,Smith,Smith,Smith,Smith,Smith,Smith,Smith,67091,67091,67091,67091,67091,67091,67091,67091,67091,67091,67091,67091,david.smith@example.com,david.smith@example.com,david.smith@example.com,david.smith@example.com,david.smith@example.com,david.smith@example.com,david.smith@example.com,david.smith@example.com,david.smith@example.com,555-9795,555-9795,555-9795,555-9795,555-9795,555-9795,555-9795,555-9795,555-9795,2023-09-05,2023-09-05,2023-09-05,2023-09-05,2023-09-05,2023-09-05,2023-09-05,2023-09-05,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,pending,pending,pending,pending,pending,2215.701625176459,2215.701625176459,2215.701625176459,2215.701625176459,2215.701625176459,2215.701625176459,2215.701625176459,Note B,Desc 1,Comment X,16,X
David,David,David,David,David,David,David,David,David,David,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,31949,31949,31949,31949,31949,31949,31949,31949,31949,31949,31949,31949,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,david.wilson@example.com,555-7024,555-7024,555-7024,555-7024,555-7024,555-7024,555-7024,555-7024,555-7024,2023-09-06,2023-09-06,2023-09-06,2023-09-06,2023-09-06,2023-09-06,2023-09-06,2023-09-06,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,pending,pending,pending,pending,pending,1661.137921315968,1661.137921315968,1661.137921315968,1661.137921315968,1661.137921315968,1661.137921315968,1661.137921315968,Note B,Desc 1,Comment X,51,Y
Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Frank,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,80080,80080,80080,80080,80080,80080,80080,80080,80080,80080,80080,80080,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,frank.wilson@example.com,555-6109,555-6109,555-6109,555-6109,555-6109,555-6109,555-6109,555-6109,555-6109,2023-09-07,2023-09-07,2023-09-07,2023-09-07,2023-09-07,2023-09-07,2023-09-07,2023-09-07,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,suspended,suspended,suspended,suspended,suspended,2249.400093418701,2249.400093418701,2249.400093418701,2249.400093418701,2249.400093418701,2249.400093418701,2249.400093418701,Note A,Desc 1,Comment X,39,X
Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Grace,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,47744,47744,47744,47744,47744,47744,47744,47744,47744,47744,47744,47744,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,grace.davis@example.com,555-5146,555-5146,555-5146,555-5146,555-5146,555-5146,555-5146,555-5146,555-5146,2023-09-08,2023-09-08,2023-09-08,2023-09-08,2023-09-08,2023-09-08,2023-09-08,2023-09-08,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,active,active,active,active,active,3350.258103282213,3350.258103282213,3350.258103282213,3350.258103282213,3350.258103282213,3350.258103282213,3350.258103282213,Note A,Desc 1,Comment Y,86,X
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,55543,55543,55543,55543,55543,55543,55543,55543,55543,55543,55543,55543,bob.johnson@example.com,bob.johnson@example.com,bob.johnson@example.com,bob.johnson@example.com,bob.johnson@example.com,bob.johnson@example.com,bob.johnson@example.com,bob.johnson@example.com,bob.johnson@example.com,555-8196,555-8196,555-8196,555-8196,555-8196,555-8196,555-8196,555-8196,555-8196,2023-09-09,2023-09-09,2023-09-09,2023-09-09,2023-09-09,2023-09-09,2023-09-09,2023-09-09,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,active,active,active,active,active,737.3252755413109,737.3252755413109,737.3252755413109,737.3252755413109,737.3252755413109,737.3252755413109,737.3252755413109,Note B,Desc 1,Comment X,76,Y
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,46187,46187,46187,46187,46187,46187,46187,46187,46187,46187,46187,46187,charlie.johnson@example.com,charlie.johnson@example.com,charlie.johnson@example.com,charlie.johnson@example.com,charlie.johnson@example.com,charlie.johnson@example.com,charlie.johnson@example.com,charlie.johnson@example.com,charlie.johnson@example.com,555-4368,555-4368,555-4368,555-4368,555-4368,555-4368,555-4368,555-4368,555-4368,2023-09-10,2023-09-10,2023-09-10,2023-09-10,2023-09-10,2023-09-10,2023-09-10,2023-09-10,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,pending,pending,pending,pending,pending,2252.6748377165513,2252.6748377165513,2252.6748377165513,2252.6748377165513,2252.6748377165513,2252.6748377165513,2252.6748377165513,Note A,Desc 1,Comment Y,88,X
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,Wilson,17239,17239,17239,17239,17239,17239,17239,17239,17239,17239,17239,17239,alice.wilson@example.com,alice.wilson@example.com,alice.wilson@example.com,alice.wilson@example.com,alice.wilson@example.com,alice.wilson@example.com,alice.wilson@example.com,alice.wilson@example.com,alice.wilson@example.com,555-4797,555-4797,555-4797,555-4797,555-4797,555-4797,555-4797,555-4797,555-4797,2023-09-11,2023-09-11,2023-09-11,2023-09-11,2023-09-11,2023-09-11,2023-09-11,2023-09-11,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,active,active,active,active,active,2943.543011840831,2943.543011840831,2943.543011840831,2943.543011840831,2943.543011840831,2943.543011840831,2943.543011840831,Note A,Desc 1,Comment X,40,X
Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Eva,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,Davis,24489,24489,24489,24489,24489,24489,24489,24489,24489,24489,24489,24489,eva.davis@example.com,eva.davis@example.com,eva.davis@example.com,eva.davis@example.com,eva.davis@example.com,eva.davis@example.com,eva.davis@example.com,eva.davis@example.com,eva.davis@example.com,555-2792,555-2792,555-2792,555-2792,555-2792,555-2792,555-2792,555-2792,555-2792,2023-09-12,2023-09-12,2023-09-12,2023-09-12,2023-09-12,2023-09-12,2023-09-12,2023-09-12,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,inactive,inactive,inactive,inactive,inactive,4743.430940708655,4743.430940708655,4743.430940708655,4743.430940708655,4743.430940708655,4743.430940708655,4743.430940708655,Note A,Desc 2,Comment X,38,Y
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,68017,68017,68017,68017,68017,68017,68017,68017,68017,68017,68017,68017,alice.brown@example.com,alice.brown@example.com,alice.brown@example.com,alice.brown@example.com,alice.brown@example.com,alice.brown@example.com,alice.brown@example.com,alice.brown@example.com,alice.brown@example.com,555-6732,555-6732,555-6732,555-6732,555-6732,555-6732,555-6732,555-6732,555-6732,2023-09-13,2023-09-13,2023-09-13,2023-09-13,2023-09-13,2023-09-13,2023-09-13,2023-09-13,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,suspended,suspended,suspended,suspended,suspended,1270.113632556342,1270.113632556342,1270.113632556342,1270.113632556342,1270.113632556342,1270.113632556342,1270.113632556342,Note A,Desc 2,Comment X,60,Y
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,71877,71877,71877,71877,71877,71877,71877,71877,71877,71877,71877,71877,alice.johnson@example.com,alice.johnson@example.com,alice.johnson@example.com,alice.johnson@example.com,alice.johnson@example.com,alice.johnson@example.com,alice.johnson@example.com,alice.johnson@example.com,alice.johnson@example.com,555-4476,555-4476,555-4476,555-4476,555-4476,555-4476,555-4476,555-4476,555-4476,2023-09-14,2023-09-14,2023-09-14,2023-09-14,2023-09-14,2023-09-14,2023-09-14,2023-09-14,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,inactive,inactive,inactive,inactive,inactive,1802.6612321020652,1802.6612321020652,1802.6612321020652,1802.6612321020652,1802.6612321020652,1802.6612321020652,1802.6612321020652,Note B,Desc 2,Comment X,59,Y
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,Brown,53125,53125,53125,53125,53125,53125,53125,53125,53125,53125,53125,53125,charlie.brown@example.com,charlie.brown@example.com,charlie.brown@example.com,charlie.brown@example.com,charlie.brown@example.com,charlie.brown@example.com,charlie.brown@example.com,charlie.brown@example.com,charlie.brown@example.com,555-4417,555-4417,555-4417,555-4417,555-4417,555-4417,555-4417,555-4417,555-4417,2023-09-15,2023-09-15,2023-09-15,2023-09-15,2023-09-15,2023-09-15,2023-09-15,2023-09-15,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,active,active,active,active,active,1902.9993637128946,1902.9993637128946,1902.9993637128946,1902.9993637128946,1902.9993637128946,1902.9993637128946,1902.9993637128946,Note B,Desc 1,Comment Y,10,Y
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Alice,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,59922,59922,59922,59922,59922,59922,59922,59922,59922,59922,59922,59922,alice.johnson@example.com,alice.johnson@example.com,alice.johnson@example.com,alice.johnson@example.com,alice.johnson@example.com,alice.johnson@example.com,alice.johnson@example.com,alice.johnson@example.com,alice.johnson@example.com,555-2645,555-2645,555-2645,555-2645,555-2645,555-2645,555-2645,555-2645,555-2645,2023-09-16,2023-09-16,2023-09-16,2023-09-16,2023-09-16,2023-09-16,2023-09-16,2023-09-16,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,pending,pending,pending,pending,pending,3031.6354066479653,3031.6354066479653,3031.6354066479653,3031.6354066479653,3031.6354066479653,3031.6354066479653,3031.6354066479653,Note A,Desc 1,Comment Y,99,X
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,Johnson,42049,42049,42049,42049,42049,42049,42049,42049,42049,42049,42049,42049,bob.johnson@example.com,bob.johnson@example.com,bob.johnson@example.com,bob.johnson@example.com,bob.johnson@example.com,bob.johnson@example.com,bob.johnson@example.com,bob.johnson@example.com,bob.johnson@example.com,555-4030,555-4030,555-4030,555-4030,555-4030,555-4030,555-4030,555-4030,555-4030,2023-09-17,2023-09-17,2023-09-17,2023-09-17,2023-09-17,2023-09-17,2023-09-17,2023-09-17,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,101 Elm Ln,suspended,suspended,suspended,suspended,suspended,1790.0929446696082,1790.0929446696082,1790.0929446696082,1790.0929446696082,1790.0929446696082,1790.0929446696082,1790.0929446696082,Note A,Desc 2,Comment X,64,X
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Bob,Lee,Lee,Lee,Lee,Lee,Lee,Lee,Lee,Lee,47131,47131,47131,47131,47131,47131,47131,47131,47131,47131,47131,47131,bob.lee@example.com,bob.lee@example.com,bob.lee@example.com,bob.lee@example.com,bob.lee@example.com,bob.lee@example.com,bob.lee@example.com,bob.lee@example.com,bob.lee@example.com,555-3872,555-3872,555-3872,555-3872,555-3872,555-3872,555-3872,555-3872,555-3872,2023-09-18,2023-09-18,2023-09-18,2023-09-18,2023-09-18,2023-09-18,2023-09-18,2023-09-18,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,active,active,active,active,active,2672.224507245481,2672.224507245481,2672.224507245481,2672.224507245481,2672.224507245481,2672.224507245481,2672.224507245481,Note A,Desc 2,Comment Y,63,Y
