first_name,fname,FName,given_name,frst_name,name_first,FirstName,last_name,surname,family_name,lname,lastnme,customer_id,cust_id,client_id,user_id,account_id,id_customer,custid,email,email_address,e_mail,mail_addr,emial,contact_email,phone_number,mobile,tel,phone_no,contact_phone,phn,mobile_number,created_date,registration_date,signup_date,create_dt,reg_date,date_created,address,street_address,addr,location,home_address,status,account_status,user_status,stat,amount,total_amount,amt,payment_amount,bill_amt,unique_col1,description,notes
David,David,David,David,David,David,David,Smith,Smith,Lee,Lee,Smith,5495,5495,5495,5495,5495,5495,5495,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-5186,555-5186,555-5186,555-5186,555-5186,555-5186,555-5186,2024-05-22,2024-05-22,2024-05-22,2024-05-22,2024-05-22,2024-05-22,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,inactive,inactive,inactive,inactive,300.2162529584031,300.2162529584031,300.2162529584031,300.2162529584031,300.2162529584031,4,Note B,Note B
David,David,David,David,David,David,David,Johnson,Lee,Johnson,Johnson,Smith,7002,7002,7002,7002,7002,7002,7002,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-9905,555-9905,555-9905,555-9905,555-9905,555-9905,555-9905,2024-05-23,2024-05-23,2024-05-23,2024-05-23,2024-05-23,2024-05-23,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,inactive,inactive,inactive,inactive,897.3724603359086,897.3724603359086,897.3724603359086,897.3724603359086,897.3724603359086,6,Note B,Note A
David,David,David,David,David,David,David,Johnson,Johnson,Johnson,Smith,Johnson,7614,7614,7614,7614,7614,7614,7614,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-6977,555-6977,555-6977,555-6977,555-6977,555-6977,555-6977,2024-05-24,2024-05-24,2024-05-24,2024-05-24,2024-05-24,2024-05-24,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,inactive,inactive,inactive,inactive,22.871904275628673,22.871904275628673,22.871904275628673,22.871904275628673,22.871904275628673,7,Note A,Note A
David,David,David,David,David,David,David,Johnson,Smith,Johnson,Lee,Smith,6919,6919,6919,6919,6919,6919,6919,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-5268,555-5268,555-5268,555-5268,555-5268,555-5268,555-5268,2024-05-25,2024-05-25,2024-05-25,2024-05-25,2024-05-25,2024-05-25,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,active,active,active,active,94.6534455459234,94.6534455459234,94.6534455459234,94.6534455459234,94.6534455459234,2,Note A,Note B
David,David,David,David,David,David,David,Lee,Lee,Johnson,Lee,Lee,1853,1853,1853,1853,1853,1853,1853,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-5748,555-5748,555-5748,555-5748,555-5748,555-5748,555-5748,2024-05-26,2024-05-26,2024-05-26,2024-05-26,2024-05-26,2024-05-26,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,pending,pending,pending,pending,215.80739259456703,215.80739259456703,215.80739259456703,215.80739259456703,215.80739259456703,5,Note A,Note A
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Lee,Johnson,Lee,Johnson,Lee,5146,5146,5146,5146,5146,5146,5146,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,555-5849,555-5849,555-5849,555-5849,555-5849,555-5849,555-5849,2024-05-27,2024-05-27,2024-05-27,2024-05-27,2024-05-27,2024-05-27,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,active,active,active,active,36.26688183508152,36.26688183508152,36.26688183508152,36.26688183508152,36.26688183508152,4,Note B,Note A
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Johnson,Lee,Lee,Lee,Lee,4769,4769,4769,4769,4769,4769,4769,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,555-4709,555-4709,555-4709,555-4709,555-4709,555-4709,555-4709,2024-05-28,2024-05-28,2024-05-28,2024-05-28,2024-05-28,2024-05-28,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,inactive,inactive,inactive,inactive,189.62108073889934,189.62108073889934,189.62108073889934,189.62108073889934,189.62108073889934,3,Note A,Note A
David,David,David,David,David,David,David,Johnson,Johnson,Lee,Johnson,Lee,1574,1574,1574,1574,1574,1574,1574,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-7619,555-7619,555-7619,555-7619,555-7619,555-7619,555-7619,2024-05-29,2024-05-29,2024-05-29,2024-05-29,2024-05-29,2024-05-29,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,pending,pending,pending,pending,587.2111453599953,587.2111453599953,587.2111453599953,587.2111453599953,587.2111453599953,7,Note A,Note A
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Johnson,Lee,Smith,Johnson,Johnson,2148,2148,2148,2148,2148,2148,2148,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-9647,555-9647,555-9647,555-9647,555-9647,555-9647,555-9647,2024-05-30,2024-05-30,2024-05-30,2024-05-30,2024-05-30,2024-05-30,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,pending,pending,pending,pending,427.210305086573,427.210305086573,427.210305086573,427.210305086573,427.210305086573,6,Note B,Note B
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Lee,Johnson,Johnson,Johnson,Smith,7293,7293,7293,7293,7293,7293,7293,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-4072,555-4072,555-4072,555-4072,555-4072,555-4072,555-4072,2024-05-31,2024-05-31,2024-05-31,2024-05-31,2024-05-31,2024-05-31,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,active,active,active,active,893.7449939662051,893.7449939662051,893.7449939662051,893.7449939662051,893.7449939662051,7,Note A,Note B
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Lee,Smith,Johnson,Johnson,Johnson,7457,7457,7457,7457,7457,7457,7457,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-7530,555-7530,555-7530,555-7530,555-7530,555-7530,555-7530,2024-06-01,2024-06-01,2024-06-01,2024-06-01,2024-06-01,2024-06-01,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,inactive,inactive,inactive,inactive,819.2691261210565,819.2691261210565,819.2691261210565,819.2691261210565,819.2691261210565,5,Note A,Note A
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Smith,Johnson,Lee,Smith,Smith,8509,8509,8509,8509,8509,8509,8509,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-1504,555-1504,555-1504,555-1504,555-1504,555-1504,555-1504,2024-06-02,2024-06-02,2024-06-02,2024-06-02,2024-06-02,2024-06-02,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,active,active,active,active,348.3991781808972,348.3991781808972,348.3991781808972,348.3991781808972,348.3991781808972,6,Note B,Note A
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Smith,Lee,Johnson,Johnson,Smith,5777,5777,5777,5777,5777,5777,5777,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,555-2214,555-2214,555-2214,555-2214,555-2214,555-2214,555-2214,2024-06-03,2024-06-03,2024-06-03,2024-06-03,2024-06-03,2024-06-03,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,pending,pending,pending,pending,266.82919909697955,266.82919909697955,266.82919909697955,266.82919909697955,266.82919909697955,5,Note A,Note A
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Johnson,Lee,Johnson,Lee,Smith,4854,4854,4854,4854,4854,4854,4854,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-2531,555-2531,555-2531,555-2531,555-2531,555-2531,555-2531,2024-06-04,2024-06-04,2024-06-04,2024-06-04,2024-06-04,2024-06-04,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,active,active,active,active,385.89548408559426,385.89548408559426,385.89548408559426,385.89548408559426,385.89548408559426,7,Note B,Note B
David,David,David,David,David,David,David,Lee,Johnson,Lee,Smith,Johnson,3491,3491,3491,3491,3491,3491,3491,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-8576,555-8576,555-8576,555-8576,555-8576,555-8576,555-8576,2024-06-05,2024-06-05,2024-06-05,2024-06-05,2024-06-05,2024-06-05,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,active,active,active,active,594.3919930896596,594.3919930896596,594.3919930896596,594.3919930896596,594.3919930896596,2,Note B,Note B
Eve,Eve,Eve,Eve,Eve,Eve,Eve,Lee,Smith,Smith,Lee,Smith,4124,4124,4124,4124,4124,4124,4124,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,555-1823,555-1823,555-1823,555-1823,555-1823,555-1823,555-1823,2024-06-06,2024-06-06,2024-06-06,2024-06-06,2024-06-06,2024-06-06,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,inactive,inactive,inactive,inactive,275.3830044146475,275.3830044146475,275.3830044146475,275.3830044146475,275.3830044146475,5,Note B,Note B
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Lee,Smith,Smith,Smith,Johnson,6691,6691,6691,6691,6691,6691,6691,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-1928,555-1928,555-1928,555-1928,555-1928,555-1928,555-1928,2024-06-07,2024-06-07,2024-06-07,2024-06-07,2024-06-07,2024-06-07,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,inactive,inactive,inactive,inactive,627.9074187706427,627.9074187706427,627.9074187706427,627.9074187706427,627.9074187706427,6,Note B,Note B
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Johnson,Johnson,Smith,Johnson,Lee,4051,4051,4051,4051,4051,4051,4051,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,555-6029,555-6029,555-6029,555-6029,555-6029,555-6029,555-6029,2024-06-08,2024-06-08,2024-06-08,2024-06-08,2024-06-08,2024-06-08,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,pending,pending,pending,pending,415.31753566932804,415.31753566932804,415.31753566932804,415.31753566932804,415.31753566932804,6,Note B,Note A
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Smith,Johnson,Lee,Smith,Lee,1004,1004,1004,1004,1004,1004,1004,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,555-1133,555-1133,555-1133,555-1133,555-1133,555-1133,555-1133,2024-06-09,2024-06-09,2024-06-09,2024-06-09,2024-06-09,2024-06-09,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,active,active,active,active,556.5267090434604,556.5267090434604,556.5267090434604,556.5267090434604,556.5267090434604,5,Note A,Note A
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Johnson,Lee,Johnson,Smith,Smith,6222,6222,6222,6222,6222,6222,6222,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-3105,555-3105,555-3105,555-3105,555-3105,555-3105,555-3105,2024-06-10,2024-06-10,2024-06-10,2024-06-10,2024-06-10,2024-06-10,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,active,active,active,active,441.7652638439635,441.7652638439635,441.7652638439635,441.7652638439635,441.7652638439635,7,Note A,Note A
Eve,Eve,Eve,Eve,Eve,Eve,Eve,Smith,Smith,Lee,Lee,Johnson,6315,6315,6315,6315,6315,6315,6315,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,555-4627,555-4627,555-4627,555-4627,555-4627,555-4627,555-4627,2024-06-11,2024-06-11,2024-06-11,2024-06-11,2024-06-11,2024-06-11,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,active,active,active,active,301.5211019464985,301.5211019464985,301.5211019464985,301.5211019464985,301.5211019464985,8,Note B,Note B
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Smith,Johnson,Lee,Lee,Lee,5869,5869,5869,5869,5869,5869,5869,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-7316,555-7316,555-7316,555-7316,555-7316,555-7316,555-7316,2024-06-12,2024-06-12,2024-06-12,2024-06-12,2024-06-12,2024-06-12,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,pending,pending,pending,pending,948.9687738925351,948.9687738925351,948.9687738925351,948.9687738925351,948.9687738925351,7,Note B,Note A
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Johnson,Smith,Johnson,Johnson,Johnson,1876,1876,1876,1876,1876,1876,1876,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,555-2852,555-2852,555-2852,555-2852,555-2852,555-2852,555-2852,2024-06-13,2024-06-13,2024-06-13,2024-06-13,2024-06-13,2024-06-13,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,pending,pending,pending,pending,765.9697362181632,765.9697362181632,765.9697362181632,765.9697362181632,765.9697362181632,5,Note A,Note B
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Smith,Johnson,Smith,Smith,Johnson,8027,8027,8027,8027,8027,8027,8027,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,555-5910,555-5910,555-5910,555-5910,555-5910,555-5910,555-5910,2024-06-14,2024-06-14,2024-06-14,2024-06-14,2024-06-14,2024-06-14,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,inactive,inactive,inactive,inactive,148.712044008788,148.712044008788,148.712044008788,148.712044008788,148.712044008788,1,Note B,Note B
David,David,David,David,David,David,David,Smith,Johnson,Smith,Smith,Smith,5142,5142,5142,5142,5142,5142,5142,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-5175,555-5175,555-5175,555-5175,555-5175,555-5175,555-5175,2024-06-15,2024-06-15,2024-06-15,2024-06-15,2024-06-15,2024-06-15,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,inactive,inactive,inactive,inactive,869.7832961389337,869.7832961389337,869.7832961389337,869.7832961389337,869.7832961389337,5,Note B,Note A
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Lee,Smith,Lee,Smith,Lee,7966,7966,7966,7966,7966,7966,7966,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,555-6348,555-6348,555-6348,555-6348,555-6348,555-6348,555-6348,2024-06-16,2024-06-16,2024-06-16,2024-06-16,2024-06-16,2024-06-16,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,inactive,inactive,inactive,inactive,492.5568862670185,492.5568862670185,492.5568862670185,492.5568862670185,492.5568862670185,2,Note B,Note A
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Smith,Johnson,Smith,Johnson,Smith,8079,8079,8079,8079,8079,8079,8079,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-7190,555-7190,555-7190,555-7190,555-7190,555-7190,555-7190,2024-06-17,2024-06-17,2024-06-17,2024-06-17,2024-06-17,2024-06-17,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,active,active,active,active,895.6067046251505,895.6067046251505,895.6067046251505,895.6067046251505,895.6067046251505,5,Note A,Note A
David,David,David,David,David,David,David,Johnson,Johnson,Lee,Johnson,Smith,8987,8987,8987,8987,8987,8987,8987,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-2256,555-2256,555-2256,555-2256,555-2256,555-2256,555-2256,2024-06-18,2024-06-18,2024-06-18,2024-06-18,2024-06-18,2024-06-18,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,active,active,active,active,801.8567033878421,801.8567033878421,801.8567033878421,801.8567033878421,801.8567033878421,5,Note A,Note B
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Johnson,Lee,Lee,Johnson,Lee,7799,7799,7799,7799,7799,7799,7799,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-4376,555-4376,555-4376,555-4376,555-4376,555-4376,555-4376,2024-06-19,2024-06-19,2024-06-19,2024-06-19,2024-06-19,2024-06-19,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,inactive,inactive,inactive,inactive,430.9613694245411,430.9613694245411,430.9613694245411,430.9613694245411,430.9613694245411,2,Note B,Note B
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Smith,Johnson,Johnson,Johnson,Lee,5465,5465,5465,5465,5465,5465,5465,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-6645,555-6645,555-6645,555-6645,555-6645,555-6645,555-6645,2024-06-20,2024-06-20,2024-06-20,2024-06-20,2024-06-20,2024-06-20,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,active,active,active,active,32.244615236916225,32.244615236916225,32.244615236916225,32.244615236916225,32.244615236916225,5,Note B,Note A
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Lee,Johnson,Johnson,Johnson,Johnson,1635,1635,1635,1635,1635,1635,1635,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,555-4486,555-4486,555-4486,555-4486,555-4486,555-4486,555-4486,2024-06-21,2024-06-21,2024-06-21,2024-06-21,2024-06-21,2024-06-21,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,inactive,inactive,inactive,inactive,275.99058579109663,275.99058579109663,275.99058579109663,275.99058579109663,275.99058579109663,4,Note A,Note A
David,David,David,David,David,David,David,Lee,Johnson,Johnson,Lee,Lee,2693,2693,2693,2693,2693,2693,2693,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-4584,555-4584,555-4584,555-4584,555-4584,555-4584,555-4584,2024-06-22,2024-06-22,2024-06-22,2024-06-22,2024-06-22,2024-06-22,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,pending,pending,pending,pending,546.2178725142583,546.2178725142583,546.2178725142583,546.2178725142583,546.2178725142583,1,Note A,Note B
David,David,David,David,David,David,David,Smith,Lee,Lee,Smith,Johnson,5752,5752,5752,5752,5752,5752,5752,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-9053,555-9053,555-9053,555-9053,555-9053,555-9053,555-9053,2024-06-23,2024-06-23,2024-06-23,2024-06-23,2024-06-23,2024-06-23,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,inactive,inactive,inactive,inactive,637.1434376278858,637.1434376278858,637.1434376278858,637.1434376278858,637.1434376278858,3,Note B,Note A
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Smith,Smith,Johnson,Smith,Johnson,9311,9311,9311,9311,9311,9311,9311,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,555-4330,555-4330,555-4330,555-4330,555-4330,555-4330,555-4330,2024-06-24,2024-06-24,2024-06-24,2024-06-24,2024-06-24,2024-06-24,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,pending,pending,pending,pending,265.3088085788703,265.3088085788703,265.3088085788703,265.3088085788703,265.3088085788703,1,Note B,Note B
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Johnson,Lee,Smith,Smith,Johnson,1830,1830,1830,1830,1830,1830,1830,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,555-3703,555-3703,555-3703,555-3703,555-3703,555-3703,555-3703,2024-06-25,2024-06-25,2024-06-25,2024-06-25,2024-06-25,2024-06-25,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,active,active,active,active,147.96251333209588,147.96251333209588,147.96251333209588,147.96251333209588,147.96251333209588,5,Note A,Note B
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Smith,Lee,Smith,Smith,Lee,6177,6177,6177,6177,6177,6177,6177,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-9662,555-9662,555-9662,555-9662,555-9662,555-9662,555-9662,2024-06-26,2024-06-26,2024-06-26,2024-06-26,2024-06-26,2024-06-26,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,inactive,inactive,inactive,inactive,836.5809344313061,836.5809344313061,836.5809344313061,836.5809344313061,836.5809344313061,4,Note A,Note A
Eve,Eve,Eve,Eve,Eve,Eve,Eve,Lee,Smith,Lee,Smith,Smith,9932,9932,9932,9932,9932,9932,9932,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,555-9120,555-9120,555-9120,555-9120,555-9120,555-9120,555-9120,2024-06-27,2024-06-27,2024-06-27,2024-06-27,2024-06-27,2024-06-27,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,active,active,active,active,984.5581588965166,984.5581588965166,984.5581588965166,984.5581588965166,984.5581588965166,7,Note A,Note A
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Smith,Lee,Lee,Smith,Johnson,9308,9308,9308,9308,9308,9308,9308,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-8114,555-8114,555-8114,555-8114,555-8114,555-8114,555-8114,2024-06-28,2024-06-28,2024-06-28,2024-06-28,2024-06-28,2024-06-28,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,pending,pending,pending,pending,530.433280479659,530.433280479659,530.433280479659,530.433280479659,530.433280479659,5,Note B,Note A
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Johnson,Smith,Johnson,Smith,Smith,6949,6949,6949,6949,6949,6949,6949,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-2353,555-2353,555-2353,555-2353,555-2353,555-2353,555-2353,2024-06-29,2024-06-29,2024-06-29,2024-06-29,2024-06-29,2024-06-29,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,pending,pending,pending,pending,179.96249298982048,179.96249298982048,179.96249298982048,179.96249298982048,179.96249298982048,4,Note A,Note A
Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Charlie,Johnson,Lee,Lee,Smith,Smith,3838,3838,3838,3838,3838,3838,3838,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,charlie@example.com,555-6063,555-6063,555-6063,555-6063,555-6063,555-6063,555-6063,2024-06-30,2024-06-30,2024-06-30,2024-06-30,2024-06-30,2024-06-30,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,pending,pending,pending,pending,279.5842532541753,279.5842532541753,279.5842532541753,279.5842532541753,279.5842532541753,2,Note B,Note B
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Johnson,Smith,Lee,Lee,Lee,2150,2150,2150,2150,2150,2150,2150,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-9549,555-9549,555-9549,555-9549,555-9549,555-9549,555-9549,2024-07-01,2024-07-01,2024-07-01,2024-07-01,2024-07-01,2024-07-01,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,active,active,active,active,28.206769781992065,28.206769781992065,28.206769781992065,28.206769781992065,28.206769781992065,4,Note A,Note B
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Johnson,Johnson,Smith,Smith,Smith,8560,8560,8560,8560,8560,8560,8560,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,555-8575,555-8575,555-8575,555-8575,555-8575,555-8575,555-8575,2024-07-02,2024-07-02,2024-07-02,2024-07-02,2024-07-02,2024-07-02,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,active,active,active,active,915.155818494894,915.155818494894,915.155818494894,915.155818494894,915.155818494894,2,Note A,Note B
Bob,Bob,Bob,Bob,Bob,Bob,Bob,Johnson,Lee,Smith,Lee,Smith,2931,2931,2931,2931,2931,2931,2931,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,bob@example.com,555-1667,555-1667,555-1667,555-1667,555-1667,555-1667,555-1667,2024-07-03,2024-07-03,2024-07-03,2024-07-03,2024-07-03,2024-07-03,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,789 Pine Rd,active,active,active,active,126.57357206123973,126.57357206123973,126.57357206123973,126.57357206123973,126.57357206123973,8,Note A,Note A
David,David,David,David,David,David,David,Smith,Lee,Johnson,Johnson,Lee,2664,2664,2664,2664,2664,2664,2664,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,david@example.com,555-5468,555-5468,555-5468,555-5468,555-5468,555-5468,555-5468,2024-07-04,2024-07-04,2024-07-04,2024-07-04,2024-07-04,2024-07-04,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,active,active,active,active,580.751310759111,580.751310759111,580.751310759111,580.751310759111,580.751310759111,3,Note A,Note B
Eve,Eve,Eve,Eve,Eve,Eve,Eve,Smith,Lee,Lee,Smith,Johnson,2081,2081,2081,2081,2081,2081,2081,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,eve@example.com,555-7819,555-7819,555-7819,555-7819,555-7819,555-7819,555-7819,2024-07-05,2024-07-05,2024-07-05,2024-07-05,2024-07-05,2024-07-05,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,pending,pending,pending,pending,281.3146684803339,281.3146684803339,281.3146684803339,281.3146684803339,281.3146684803339,9,Note B,Note A
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Smith,Lee,Lee,Johnson,Smith,1512,1512,1512,1512,1512,1512,1512,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-4719,555-4719,555-4719,555-4719,555-4719,555-4719,555-4719,2024-07-06,2024-07-06,2024-07-06,2024-07-06,2024-07-06,2024-07-06,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,456 Oak Ave,pending,pending,pending,pending,558.6362224906355,558.6362224906355,558.6362224906355,558.6362224906355,558.6362224906355,4,Note B,Note A
Alice,Alice,Alice,Alice,Alice,Alice,Alice,Smith,Johnson,Smith,Johnson,Lee,8805,8805,8805,8805,8805,8805,8805,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,alice@example.com,555-3745,555-3745,555-3745,555-3745,555-3745,555-3745,555-3745,2024-07-07,2024-07-07,2024-07-07,2024-07-07,2024-07-07,2024-07-07,123 Main St,123 Main St,123 Main St,123 Main St,123 Main St,inactive,inactive,inactive,inactive,654.9061844683456,654.9061844683456,654.9061844683456,654.9061844683456,654.9061844683456,6,Note A,Note A
